id;sku;title;price;compareAtPrice;product_id;title;totalInventory;totalVariants;mediaCount;sku_2
gid://shopify/ProductVariant/46335067750695;BR06377T;Default Title;33000.0;33000.0;gid://shopify/Product/8573491413287;Brinco Celebrate Duo | Ouro Amarelo 18K e Diamantes;6;1;3;BR06377T
gid://shopify/ProductVariant/46335074533671;BR06379T;Default Title;22000.0;22000.0;gid://shopify/Product/8573492003111;Brinco Celebrate | Ouro Amarelo 18K e Diamantes;5;1;4;BR06379T
gid://shopify/ProductVariant/46335077777703;BR06380T;Default Title;14000.0;14000.0;gid://shopify/Product/8573492298023;Brinco Celebrate Franja | Ouro Amarelo 18K e Diamantes;7;1;3;BR06380T
gid://shopify/ProductVariant/46335081349415;BR06381T;Default Title;4500.0;4500.0;gid://shopify/Product/8573492592935;Brinco Celebrate Plus Solitário | Ouro Amarelo 18K e Diamantes;10;1;3;BR06381T
gid://shopify/ProductVariant/46335086264615;BR06387T;Default Title;9100.0;9100.0;gid://shopify/Product/8573492986151;Brinco Celebrate Rock | Ouro Amarelo 18K e Diamantes;6;1;3;BR06387T
gid://shopify/ProductVariant/46335092654375;BR06299T;Default Title;15000.0;15000.0;gid://shopify/Product/8573493510439;Brinco Celebrate Franja | Ouro Branco 18K E Diamantes;7;1;4;BR06299T
gid://shopify/ProductVariant/46335096095015;BR06301T;Default Title;4500.0;4500.0;gid://shopify/Product/8573493870887;Brinco Celebrate Plus Unitário | Ouro Branco 18K e Diamante;6;1;3;BR06301T
gid://shopify/ProductVariant/46335101468967;BR06302T;Default Title;9400.0;9400.0;gid://shopify/Product/8573494231335;Brinco Celebrate Rock | Ouro Branco 18K e Diamantes;5;1;3;BR06302T
gid://shopify/ProductVariant/46335104123175;BR06372T;Default Title;89000.0;89000.0;gid://shopify/Product/8573494559015;Brinco Celebrate Triplo | Ouro Branco 18K e Diamantes;6;1;4;BR06372T
gid://shopify/ProductVariant/46335107072295;BR06374T;Default Title;68000.0;68000.0;gid://shopify/Product/8573494853927;Brinco Celebrate Duplo | Ouro Branco 18K e Diamantes;5;1;4;BR06374T
gid://shopify/ProductVariant/46335110545703;BR06376T;Default Title;38000.0;38000.0;gid://shopify/Product/8573495181607;Brinco Celebrate Duo | Ouro Branco 18K e Diamantes;5;1;3;BR06376T
gid://shopify/ProductVariant/46335115788583;BR06378T;Default Title;26000.0;26000.0;gid://shopify/Product/8573495607591;Brinco Celebrate | Ouro Branco 18K e Diamantes;6;1;2;BR06378T
gid://shopify/ProductVariant/46335121588519;BR06388T;Default Title;50000.0;50000.0;gid://shopify/Product/8573495968039;Brinco Celebrate | Ouro Amarelo 18K com Diamantes e Esmeraldas;1;1;2;BR06388T
gid://shopify/ProductVariant/46335125422375;PI01465;Default Title;78000.0;78000.0;gid://shopify/Product/8573496361255;Pingente Celebrate | Ouro Amarelo 18K e Esmeralda;0;1;1;PI01465
gid://shopify/ProductVariant/46335226708263;BR05398T;Default Title;1250.0;1250.0;gid://shopify/Product/8573505634599;Brinco Chain  - Unitário | Prata Com Ouro Amarelo 18k;9;1;4;BR05398T
gid://shopify/ProductVariant/46335229755687;BR05400T;G;2300.0;2300.0;gid://shopify/Product/8573505896743;Brinco Chain - G | Prata Com Ouro Amarelo 18k;9;1;5;BR05400T
gid://shopify/ProductVariant/46335232704807;BR05404T;Default Title;980.0;980.0;gid://shopify/Product/8573506093351;Brinco Chain - Unitário | Prata Com Ouro Amarelo 18k;6;1;5;BR05404T
gid://shopify/ProductVariant/46335235391783;BR05407T;Default Title;1800.0;1800.0;gid://shopify/Product/8573506322727;Brinco Ear Cuff Chain | Prata Com Ouro Amarelo 18k;10;1;4;BR05407T
gid://shopify/ProductVariant/46335237685543;BR05411T;P;1600.0;1600.0;gid://shopify/Product/8573506486567;Brinco Chain - P | Prata Com Ouro Amarelo 18k;7;1;5;BR05411T
gid://shopify/ProductVariant/46335239291175;BR05602T;Default Title;1400.0;1400.0;gid://shopify/Product/8573506617639;Brinco Chain | Prata Com Ouro Amarelo 18k;8;1;5;BR05602T
gid://shopify/ProductVariant/46335240372519;BR05399T;Default Title;1250.0;1250.0;gid://shopify/Product/8573506715943;Brinco Chain - Unitário | Prata Com Ródio Negro;13;1;3;BR05399T
gid://shopify/ProductVariant/46335241519399;BR05405T;Default Title;980.0;980.0;gid://shopify/Product/8573506879783;Brinco Chain - Unitário | Prata Com Ródio Negro;0;1;3;BR05405T
gid://shopify/ProductVariant/46335242633511;BR05408T;Default Title;1800.0;1800.0;gid://shopify/Product/8573506978087;Brinco Ear Cuff Chain | Prata Com Ródio Negro;0;1;3;BR05408T
gid://shopify/ProductVariant/46335245091111;BR05412T;P;1600.0;1600.0;gid://shopify/Product/8573507240231;Brinco Chain - P | Prata Com Ródio Negro;1;1;3;BR05412T
gid://shopify/ProductVariant/46335247352103;CL04178;P;6200.0;6200.0;gid://shopify/Product/8573507469607;Colar Chain De Prata Com Ouro Amarelo - P;12;1;3;CL04178
gid://shopify/ProductVariant/46335251644711;CL04182;G;8500.0;8500.0;gid://shopify/Product/8573507830055;Colar Chain De Prata Com Ouro Amarelo - G;17;1;5;CL04182
gid://shopify/ProductVariant/46335255904551;CL04179;P;6200.0;6200.0;gid://shopify/Product/8573508124967;Colar Chain De Prata Com Ródio Negro - P;0;1;3;CL04179
gid://shopify/ProductVariant/46335260197159;BR05606T;Default Title;980.0;980.0;gid://shopify/Product/8573508452647;Piercing Chain De Prata Com Ouro Amarelo;10;1;4;BR05606T
gid://shopify/ProductVariant/46335263408423;PU01791T;P;3700.0;3700.0;gid://shopify/Product/8573508714791;Pulseira Chain De Prata Com Ouro Amarelo - Elo P;30;3;5;PU01791T
gid://shopify/ProductVariant/46335274320167;PU01805T;G;4900.0;4900.0;gid://shopify/Product/8573509730599;Pulseira Chain De Prata Com Ouro Amarelo - Elo G;8;1;3;PU01805T
gid://shopify/ProductVariant/46335277662503;PU01792T;P;3700.0;3700.0;gid://shopify/Product/8573509992743;Pulseira Chain De Prata Com Ródio Negro - Elo P;12;3;3;PU01792T
gid://shopify/ProductVariant/46335289983271;PU01806T;G;4900.0;4900.0;gid://shopify/Product/8573510975783;Pulseira Chain De Prata Com Ródio Negro - Elo G;3;1;3;PU01806T
gid://shopify/ProductVariant/46336082936103;BR05581T;Default Title;2900.0;2900.0;gid://shopify/Product/8573576708391;Piercing Chain Lovers De Ouro Branco 18K Com Ródio Negro E Diamante;12;1;2;BR05581T
gid://shopify/ProductVariant/46336085983527;BR05603T;Default Title;5900.0;5900.0;gid://shopify/Product/8573576937767;Brinco Chain Lovers | Ouro Branco 18K Com Ródio Negro E Diamantes;6;1;3;BR05603T
gid://shopify/ProductVariant/46336089096487;BR05580T;Default Title;3200.0;3200.0;gid://shopify/Product/8573577265447;Piercing Chain Lovers De Ouro Branco 18K E Diamante;6;1;2;BR05580T
gid://shopify/ProductVariant/46336093389095;BR05604T;Default Title;9800.0;;gid://shopify/Product/8573577593127;Brinco Chain Lovers | Ouro Branco 18K E Diamantes;6;1;3;BR05604T
gid://shopify/ProductVariant/46336096796967;BR05777T;Default Title;12000.0;12000.0;gid://shopify/Product/8573577920807;Piercing Chain Lovers De Ouro Branco 18K Com Ródio Negro E Diamante;5;1;3;BR05777T
gid://shopify/ProductVariant/46336099909927;BR05778T;Default Title;4200.0;4200.0;gid://shopify/Product/8573578215719;Piercing Chain Lovers De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5;1;2;BR05778T
gid://shopify/ProductVariant/46336104169767;BR05779T;Default Title;6500.0;6500.0;gid://shopify/Product/8573578608935;Piercing Chain Lovers De Ouro Branco 18K Com Ródio Negro E Esmeralda;6;1;3;BR05779T
gid://shopify/ProductVariant/46336121569575;CL01443;Default Title;20900.0;20900.0;gid://shopify/Product/8573579919655;Colar Choker De Ouro Amarelo 18K;6;1;3;CL01443
gid://shopify/ProductVariant/46336123502887;CL01450;Default Title;6500.0;6500.0;gid://shopify/Product/8573580116263;Colar Choker De Ouro Amarelo 18K;9;1;4;CL01450
gid://shopify/ProductVariant/46336129794343;CL01442;Default Title;29000.0;29000.0;gid://shopify/Product/8573580673319;Colar Choker De Ouro Branco 18K Com Ródio Negro E Diamante;5;1;3;CL01442
gid://shopify/ProductVariant/46336133431591;CL01447;Default Title;33000.0;33000.0;gid://shopify/Product/8573581000999;Colar Choker De Ouro Branco 18K Com Ródio Negro E Diamante;0;1;3;CL01447
gid://shopify/ProductVariant/46336136773927;CL01449;Default Title;6700.0;6700.0;gid://shopify/Product/8573581426983;Colar Choker De Ouro Branco 18K Com Ródio Negro E Diamante;7;1;3;CL01449
gid://shopify/ProductVariant/46336139165991;CL01451;Default Title;5200.0;5200.0;gid://shopify/Product/8573581656359;Colar Choker De Ouro Branco 18K Com Ródio Negro E Diamante;5;1;2;CL01451
gid://shopify/ProductVariant/46336139264295;CL03641;Default Title;5200.0;5200.0;gid://shopify/Product/8573581787431;Colar Choker De Ouro Branco 18K Com Ródio Negro E Rubi;5;1;3;CL03641
gid://shopify/ProductVariant/46336139493671;CL03642;Default Title;6500.0;6500.0;gid://shopify/Product/8573581852967;Colar Choker De Ouro Branco 18K Com Ródio Negro E Esmeralda;6;1;3;CL03642
gid://shopify/ProductVariant/46336139559207;CL03643;Default Title;5200.0;5200.0;gid://shopify/Product/8573581918503;Colar Choker De Ouro Branco 18K Com Ródio Negro E Safira;5;1;3;CL03643
gid://shopify/ProductVariant/46336139657511;CL03645;Default Title;5500.0;5500.0;gid://shopify/Product/8573582016807;Colar Choker De Ouro Branco 18K Com Ródio Negro E Diamante Negro;5;1;3;CL03645
gid://shopify/ProductVariant/46336140837159;CL01438;Default Title;32000.0;32000.0;gid://shopify/Product/8573582213415;Colar Choker De Ouro Branco 18K E Diamante;5;1;3;CL01438
gid://shopify/ProductVariant/46336144146727;CL01446;Default Title;42000.0;42000.0;gid://shopify/Product/8573582541095;Colar Choker De Ouro Branco 18K E Diamante;5;1;3;CL01446
gid://shopify/ProductVariant/46336149192999;CL01448;Default Title;7400.0;7400.0;gid://shopify/Product/8573582901543;Colar Choker De Ouro Branco 18K E Diamante;5;1;3;CL01448
gid://shopify/ProductVariant/46336152437031;CL01452;Default Title;5600.0;5600.0;gid://shopify/Product/8573583196455;Colar Choker De Ouro Branco 18K E Diamante;6;1;4;CL01452
gid://shopify/ProductVariant/46336174981415;BR05643T;Default Title;13000.0;10900.0;gid://shopify/Product/8573584998695;Brinco Ear Cuff Deco 2019 | Ouro Amarelo 18K com ródio negro E Diamantes;6;1;2;BR05643T
gid://shopify/ProductVariant/46336178258215;BR05649T;Default Title;14500.0;14500.0;gid://shopify/Product/8573585326375;Brinco Ear Cuff Deco 2019 | Ouro Amarelo 18K com ródio negro E Diamantes;5;1;2;BR05649T
gid://shopify/ProductVariant/46336182747431;BR05642T;Default Title;14900.0;14900.0;gid://shopify/Product/8573585621287;Brinco Ear Cuff Deco 2019 | Ouro Branco 18K E Diamantes;5;1;2;BR05642T
gid://shopify/ProductVariant/46336185958695;BR05650T;Default Title;23000.0;23000.0;gid://shopify/Product/8573585883431;Brinco Ear Cuff Deco 2019 De Ouro Branco 18K E Diamante;5;1;2;BR05650T
gid://shopify/ProductVariant/46336188449063;CL04288;Default Title;36300.0;36300.0;gid://shopify/Product/8573586145575;Colar Deco 2019 De Ouro Amarelo 18K E Diamante;0;1;2;CL04288
gid://shopify/ProductVariant/46336190873895;CL04279;Default Title;46000.0;46000.0;gid://shopify/Product/8573586374951;Colar Deco 2019 De Ouro Branco 18K E Diamante;1;1;2;CL04279
gid://shopify/ProductVariant/46336245661991;BR02400T;Default Title;7900.0;5200.0;gid://shopify/Product/8573591617831;Brinco Clássico | Ouro Amarelo 18K E Diamantes;5;1;3;BR02400T
gid://shopify/ProductVariant/46336245727527;BR02108T;Default Title;7900.0;5200.0;gid://shopify/Product/8573591716135;Brinco Clássico | Ouro Branco 18K E Diamantes;5;1;2;BR02108T
gid://shopify/ProductVariant/46336246710567;BR02120T;Default Title;7900.0;5200.0;gid://shopify/Product/8573591781671;Brinco Clássico | Ouro Rosa 18K E Diamantes;8;1;2;BR02120T
gid://shopify/ProductVariant/46336249626919;BR02148T;Default Title;3100.0;2300.0;gid://shopify/Product/8573591978279;Piercing Clássico De Ouro Rosa 18K E Diamante;6;1;3;BR02148T
gid://shopify/ProductVariant/46336250675495;CL01000;Default Title;3400.0;3400.0;gid://shopify/Product/8573592142119;Colar Clássico De Ouro Branco 18K Com Ródio Negro E Diamante Negro;7;1;2;CL01000
gid://shopify/ProductVariant/46336251560231;CL01042;Default Title;4100.0;4100.0;gid://shopify/Product/8573592273191;Colar Clássico De Ouro Branco 18K Com Ródio Negro E Diamante Negro;6;1;2;CL01042
gid://shopify/ProductVariant/46336252641575;CL01100;Default Title;6100.0;6100.0;gid://shopify/Product/8573592371495;Colar Clássico De Ouro Branco 18K Com Ródio Negro E Diamante;0;1;2;CL01100
gid://shopify/ProductVariant/46336253985063;CL00999;Default Title;3400.0;3400.0;gid://shopify/Product/8573592568103;Colar Clássico De Ouro Branco 18K E Diamante Negro;6;1;2;CL00999
gid://shopify/ProductVariant/46336255263015;CL00016;Default Title;1800.0;1800.0;gid://shopify/Product/8573592699175;Corrente Clássico De Ouro Amarelo 18K;5;1;3;CL00016
gid://shopify/ProductVariant/46336256606503;CO01314;Default Title;2900.0;;gid://shopify/Product/8573592895783;Corrente Você|  De Ouro Amarelo 18K 45cm;11;1;4;CO01314
gid://shopify/ProductVariant/46336258277671;CO01318;Default Title;3700.0;3700.0;gid://shopify/Product/8573593059623;Corrente Clássico De Ouro Amarelo 18K;6;1;3;CO01318
gid://shopify/ProductVariant/46336259391783;CO01312;Default Title;2900.0;;gid://shopify/Product/8573593190695;Corrente Você | De Ouro Branco 18K Com Ródio Negro 45cm;11;1;3;CO01312
gid://shopify/ProductVariant/46336259981607;CO01316;Default Title;3700.0;3700.0;gid://shopify/Product/8573593288999;Corrente Clássico De Ouro Branco 18K Com Ródio Negro;7;1;3;CO01316
gid://shopify/ProductVariant/46336260899111;CO00023;Default Title;2900.0;;gid://shopify/Product/8573593420071;Corrente Você | De Ouro Branco 18K 45cm;7;1;4;CO00023
gid://shopify/ProductVariant/46336261521703;CO01277;Default Title;1800.0;1800.0;gid://shopify/Product/8573593551143;Corrente Clássico De Ouro Branco 18K;7;1;2;CO01277
gid://shopify/ProductVariant/46336262603047;CO01315;Default Title;3700.0;3700.0;gid://shopify/Product/8573593682215;Corrente Clássico De Ouro Branco 18K;8;1;3;CO01315
gid://shopify/ProductVariant/46336263815463;CO01313;Default Title;2900.0;2300.0;gid://shopify/Product/8573593846055;Corrente Clássico De Ouro Rosa 18K;7;1;3;CO01313
gid://shopify/ProductVariant/46336265126183;CO01317;Default Title;3700.0;3700.0;gid://shopify/Product/8573594009895;Corrente Clássico De Ouro Rosa 18K;10;1;3;CO01317
gid://shopify/ProductVariant/46336266240295;BR02212T;Default Title;3100.0;2300.0;gid://shopify/Product/8573594140967;Piercing Clássico De Ouro Amarelo 18K E Diamante;6;1;3;BR02212T
gid://shopify/ProductVariant/46336267059495;BR03167T;Default Title;2200.0;1600.0;gid://shopify/Product/8573594304807;Piercing Clássico De Ouro Branco 18K Com Ródio Negro E Diamante Negro;9;1;3;BR03167T
gid://shopify/ProductVariant/46336268009767;BR03682T;Default Title;2700.0;1950.0;gid://shopify/Product/8573594435879;Piercing Clássico De Ouro Branco 18K Com Ródio Negro E Diamante;6;1;3;BR03682T
gid://shopify/ProductVariant/46336268599591;BR02192T;Default Title;3100.0;2300.0;gid://shopify/Product/8573594534183;Piercing Clássico De Ouro Branco 18K E Diamante;6;1;3;BR02192T
gid://shopify/ProductVariant/46336268632359;PU01082T;Default Title;2200.0;1850.0;gid://shopify/Product/8573594566951;Pulseira Clássico De Ouro Amarelo 18K E Safira;10;1;3;PU01082T
gid://shopify/ProductVariant/46336269123879;PU01936T;Default Title;1700.0;1500.0;gid://shopify/Product/8573594665255;Pulseira Clássico De Ouro Amarelo 18K E Safira;0;1;2;PU01936T
gid://shopify/ProductVariant/46336269353255;PU01278T;Default Title;2300.0;1650.0;gid://shopify/Product/8573594763559;Pulseira Clássico De Ouro Branco 18K Com Ródio Negro E Diamante Negro;7;1;3;PU01278T
gid://shopify/ProductVariant/46336269386023;PU01293T;Default Title;21800.0;21800.0;gid://shopify/Product/8573594796327;Pulseira Clássico De Ouro Branco 18K Com Ródio Negro E Rubi;5;1;2;PU01293T
gid://shopify/ProductVariant/46336269943079;PU01314T;Default Title;2200.0;1850.0;gid://shopify/Product/8573594861863;Pulseira Clássico De Ouro Branco 18K Com Ródio Negro E Safira;7;1;3;PU01314T
gid://shopify/ProductVariant/46336270631207;PU01081T;Default Title;2200.0;1850.0;gid://shopify/Product/8573595091239;Pulseira Clássico De Ouro Branco 18K E Safira;10;1;3;PU01081T
gid://shopify/ProductVariant/46336272269607;PU01422T;Default Title;1500.0;1500.0;gid://shopify/Product/8573595222311;Pulseira Clássico De Ouro Branco 18K E Safira;6;1;2;PU01422T
gid://shopify/ProductVariant/46336274202919;PU01074T;Default Title;2200.0;1850.0;gid://shopify/Product/8573595418919;Pulseira Clássico De Ouro Rosa 18K E Safira;7;1;3;PU01074T
gid://shopify/ProductVariant/46336276201767;PU01552T;Default Title;1500.0;1500.0;gid://shopify/Product/8573595549991;Pulseira Clássico De Ouro Rosa 18K E Safira;5;1;2;PU01552T
gid://shopify/ProductVariant/46336295665959;BR04856T;Default Title;1600.0;1100.0;gid://shopify/Product/8573597548839;Brinco Especial | Ouro Amarelo 18K E Esmeralda;6;1;2;BR04856T
gid://shopify/ProductVariant/46336296485159;BR04857T;Default Title;2800.0;1600.0;gid://shopify/Product/8573597647143;Brinco Especial De Ouro Amarelo 18K E Esmeralda;7;1;2;BR04857T
gid://shopify/ProductVariant/46336297926951;BR05616T;Default Title;1600.0;1100.0;gid://shopify/Product/8573597810983;Brinco Especial De Ouro Branco 18K Com Ródio Negro E Esmeralda;7;1;2;BR05616T
gid://shopify/ProductVariant/46336299598119;BR05879T;Default Title;23900.0;23900.0;gid://shopify/Product/8573598007591;Brinco Especial De Ouro Branco 18K Com Ródio Negro E Safira;1;1;1;BR05879T
gid://shopify/ProductVariant/46336301924647;BR06472T;Default Title;8500.0;8500.0;gid://shopify/Product/8573598236967;Brinco Especial De Ouro Branco 18K Com Ródio Negro E Esmeralda;0;1;1;BR06472T
gid://shopify/ProductVariant/46336303038759;BR06513T;Default Title;18900.0;18900.0;gid://shopify/Product/8573598368039;Brinco Especial De Ouro Branco 18K Com Ródio Negro E Esmeralda;0;1;1;BR06513T
gid://shopify/ProductVariant/46336304644391;BR04220T;Default Title;2200.0;2200.0;gid://shopify/Product/8573598564647;Brinco Especial De Ouro Branco 18K E Diamante Negro;6;1;1;BR04220T
gid://shopify/ProductVariant/46336306708775;BR04221T;Default Title;5200.0;5200.0;gid://shopify/Product/8573598794023;Brinco Especial De Ouro Branco 18K E Diamante Negro;5;1;1;BR04221T
gid://shopify/ProductVariant/46336308347175;BR04223T;Default Title;12400.0;12400.0;gid://shopify/Product/8573598957863;Brinco Especial De Ouro Branco 18K E Diamante Negro;5;1;0;BR04223T
gid://shopify/ProductVariant/46336311230759;BR06298T;Default Title;3700.0;3700.0;gid://shopify/Product/8573599351079;Brinco Especial De Ouro Branco 18K E Diamante Negro;2;1;0;BR06298T
gid://shopify/ProductVariant/46336312607015;PU02059T;Default Title;140000.0;140000.0;gid://shopify/Product/8573599711527;Pulseira Especial De Ouro Branco 18K E Diamante;0;1;1;PU02059T
gid://shopify/ProductVariant/46336405405991;BR05881T;Default Title;4700.0;4700.0;gid://shopify/Product/8573608624423;Brinco Especial De Ouro Amarelo 18K E Diamante Fancy;1;1;2;BR05881T
gid://shopify/ProductVariant/46336405995815;BR03449T;Default Title;2200.0;2000.0;gid://shopify/Product/8573608722727;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5;1;3;BR03449T
gid://shopify/ProductVariant/46336406126887;BR05301T;Default Title;1400.0;1400.0;gid://shopify/Product/8573608788263;Brinco Especial De Ouro Branco 18K E Diamante Solitário;6;1;3;BR05301T
gid://shopify/ProductVariant/46336406159655;BR06039T;Default Title;5900.0;5900.0;gid://shopify/Product/8573608821031;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5;1;3;BR06039T
gid://shopify/ProductVariant/46336406225191;BR06040T;Default Title;5300.0;;gid://shopify/Product/8573608853799;Brinco Especial De Ouro Branco 18K E Diamante Solitário;7;1;3;BR06040T
gid://shopify/ProductVariant/46336406257959;BR06041T;Default Title;10500.0;10500.0;gid://shopify/Product/8573608886567;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5;1;3;BR06041T
gid://shopify/ProductVariant/46336406847783;BR06042T;Default Title;16800.0;16800.0;gid://shopify/Product/8573609017639;Brinco Especial De Ouro Branco 18K E Diamante Solitário;5;1;3;BR06042T
gid://shopify/ProductVariant/46336408060199;BR06111T;Default Title;1400.0;1400.0;gid://shopify/Product/8573609214247;Brinco Especial De Ouro Rosa 18K E Diamante Solitário;5;1;0;BR06111T
gid://shopify/ProductVariant/46336408682791;CL04318;Default Title;69000.0;69000.0;gid://shopify/Product/8573609345319;Colar Especial De Ouro Branco 18K E Diamante Solitário;0;1;1;CL04318
gid://shopify/ProductVariant/46336409796903;CL04441;Default Title;5950.0;5950.0;gid://shopify/Product/8573609476391;Colar Especial De Ouro Branco 18K E Diamante Solitário;5;1;2;CL04441
gid://shopify/ProductVariant/46336410583335;CL04442;Default Title;11000.0;11000.0;gid://shopify/Product/8573609607463;Colar Especial De Ouro Branco 18K E Diamante Solitário;0;1;0;CL04442
gid://shopify/ProductVariant/46336411205927;CL04443;Default Title;11000.0;11000.0;gid://shopify/Product/8573609705767;Colar Especial De Ouro Branco 18K E Diamante Solitário;6;1;2;CL04443
gid://shopify/ProductVariant/46336427295015;CL04328;Default Title;39000.0;39000.0;gid://shopify/Product/8573611573543;Colar Especial De Ouro Amarelo E Branco 18K E Diamante Fancy;0;1;1;CL04328
gid://shopify/ProductVariant/46336489095463;BR06473T;Default Title;57000.0;57000.0;gid://shopify/Product/8573617799463;Brinco Ear Cuff Eterna Rock | Ouro Branco 18K com Ródio Negro e Safiras;0;1;1;BR06473T
gid://shopify/ProductVariant/46336489128231;BR06258T;Default Title;18000.0;18000.0;gid://shopify/Product/8573617832231;Brinco Eterna Rock | Ouro Branco 18K com Morganita e Diamantes;1;1;1;BR06258T
gid://shopify/ProductVariant/46336489390375;CL06397;Default Title;24000.0;24000.0;gid://shopify/Product/8573617930535;Colar Eterna Rock | Ouro Branco 18K com Ródio Negro, Kunzita e Diamantes;0;1;1;CL06397
gid://shopify/ProductVariant/46336517308711;BR06392T;Default Title;31000.0;31000.0;gid://shopify/Product/8573624090919;Brinco Eterna Rock De Ouro Branco 18K E Topázio E Diamante;0;1;1;BR06392T
gid://shopify/ProductVariant/46336525238567;BR03582T;Default Title;44000.0;44000.0;gid://shopify/Product/8573625237799;Brinco Gala De Ouro Branco 18K Com Ródio Negro E Diamante;0;1;1;BR03582T
gid://shopify/ProductVariant/46336529334567;BR02064T;Default Title;8400.0;8400.0;gid://shopify/Product/8573626286375;Brinco Galeria De Ouro Amarelo 18K;5;1;2;BR02064T
